siteID,projectID,region,siteType,siteStatus
AINSKYLGA1,nn,Atlanta,R,R-O
ALCOKENGA1,nn,Atlanta,R,A
ALLERILGA1,nn,Atlanta,R,A
ANDEREBGA1,nn,Atlanta,R,R-O
ARABMOUGA1,nn,Atlanta,R,R-O
ARGYLESGA1,nn,Atlanta,R,A
ASTOLAUGA1,nn,Atlanta,R,A
BAKEBONGA1,nn,Atlanta,R,R-O
BEARJUSGA1,nn,Atlanta,R,A
BELMNIKGA1,nn,Atlanta,R,A
BINKJAMGA1,nn,Atlanta,R,A
BONNPATGA1,nn,Atlanta,R,R-O
BRADVALGA1,nn,Atlanta,R,A
BRAXBOBGA1,nn,Atlanta,R,A
BURNEESGA1,nn,Atlanta,R,R-O
CARTJOYGA1,nn,Atlanta,R,A
CASSKATGA1,nn,Atlanta,R,R-O
CHALMICGA1,nn,Atlanta,R,A
CHAMPAUGA1,nn,Atlanta,R,A
CHANSYLGA1,nn,Atlanta,R,A
CLAYRUSGA1,nn,Atlanta,R,R-O
COOKGLOGA1,nn,Atlanta,R,A
COOPEMSGA1,nn,Atlanta,R,A
CZEBANGGA1,nn,Atlanta,R,R-O
DAVICARGA1,nn,Atlanta,R,A
DAVIJENGA1,nn,Atlanta,R,R-O
DECKJASGA1,nn,Atlanta,R,R-O
DECKJASGA2,nn,Atlanta,R,A
DESIELAGA1,nn,Atlanta,R,A
DICKEMMGA1,nn,Atlanta,R,R-O
DIMMDIAGA1,nn,Atlanta,R,R-O
DISALINGA1,nn,Atlanta,R,A
DUKTJOHGA1,nn,Atlanta,R,R-O
DULUADVGA1,nn,Atlanta,R,A
EDWALINGA1,nn,Atlanta,R,A
ENDRCINGA1,nn,Atlanta,R,R-O
FALKSTEGA1,nn,Atlanta,R,R-O
FEDRMARGA1,nn,Atlanta,R,R-O
FERNBANGA1,nn,Atlanta,R,R-O
FLOWANGGA1,nn,Atlanta,R,A
FLOWPATGA1,nn,Atlanta,R,A
FURRMELGA1,nn,Atlanta,R,A
FUTCROBGA1,nn,Atlanta,R,R-O
GHILCOLGA1,nn,Atlanta,R,A
GITHFRAGA1,nn,Atlanta,R,R-O
GORDMARGA1,nn,Atlanta,R,A
GREERITGA1,nn,Atlanta,R,R-O
HAMINANGA1,nn,Atlanta,R,R-O
HARRMARGA1,nn,Atlanta,R,A
HARTDELGA1,nn,Atlanta,R,R-O
HAWKDIAGA1,nn,Atlanta,R,A
HEADDOTGA1,nn,Atlanta,R,A
HERBMIRGA1,nn,Atlanta,R,A
HEROBLUGA1,nn,Atlanta,R,A
HITTJODGA1,nn,Atlanta,R,A
HOGAMELGA1,nn,Atlanta,R,A
HOPKMARGA1,nn,Atlanta,R,A
HORNMARGA1,nn,Atlanta,R,R-O
HOUSJONGA1,nn,Atlanta,R,A
HOYTHARGA1,nn,Atlanta,R,A
JENKANGGA1,nn,Atlanta,R,R-O
JENKANGGA2,nn,Atlanta,R,A
JETTMELGA1,nn,Atlanta,R,R-O
JOHNSCOGA1,nn,Atlanta,R,A
JONEFAIGA1,nn,Atlanta,R,A
KILGJACGA1,nn,Atlanta,R,A
KIMBMARGA1,nn,Atlanta,R,A
KIPPVISGA1,nn,Atlanta,R,R-O
KOTCMELGA1,nn,Atlanta,R,A
KRENMARGA1,nn,Atlanta,R,A
KRIVMAUGA1,nn,Atlanta,R,A
LANTTOMGA1,nn,Atlanta,R,R-O
LEEDONGA1,nn,Atlanta,R,A
LENTTERGA1,nn,Atlanta,R,R-O
MARIJAYGA1,nn,Atlanta,R,R-O
MAYECINGA1,nn,Atlanta,R,R-O
MAYECINGA2,nn,Atlanta,R,R-O
MAYOAMAGA1,nn,Atlanta,R,R-O
MCCAANNGA1,nn,Atlanta,R,A
MCCABARGA1,nn,Atlanta,R,R-O
MILLELLGA1,nn,Atlanta,R,R-O
MURPMICGA1,nn,Atlanta,R,A
MURRSANGA1,nn,Atlanta,R,A
NEWMCHRGA1,nn,Atlanta,R,A
NICKAESGA1,nn,Atlanta,R,A
NORTLAUGA1,nn,Atlanta,R,A
PAINTOMGA1,nn,Atlanta,R,R-O
PAPPLISGA1,nn,Atlanta,R,A
PARKDIAGA1,nn,Atlanta,R,A
PLANANDGA1,nn,Atlanta,R,A
POVEANGGA1,nn,Atlanta,R,A
PRITANGGA1,nn,Atlanta,R,A
PROCSONGA1,nn,Atlanta,R,R-O
RICHLAUGA1,nn,Atlanta,R,R-O
RICHMSGA1,nn,Atlanta,R,A
RIVEPATGA1,nn,Atlanta,R,R-O
RIVEPATGA2,nn,Atlanta,R,R-O
RYLAJANGA1,nn,Atlanta,R,R-O
SAPPBILGA1,nn,Atlanta,R,A
SARUANJGA1,nn,Atlanta,R,A
SHERNYLGA1,nn,Atlanta,R,A
SMOKELEGA1,nn,Atlanta,R,A
STEPMARGA1,nn,Atlanta,R,A
STOKNITGA1,nn,Atlanta,R,R-O
STRAELEGA1,nn,Atlanta,R,A
SWALDAWGA1,nn,Atlanta,R,A
TALEKELGA1,nn,Atlanta,R,A
TIDMLOUGA1,nn,Atlanta,R,R-O
TOTHCARGA1,nn,Atlanta,R,A
TRACBRIGA1,nn,Atlanta,R,A
WICHJOHGA1,nn,Atlanta,R,A
WILEKATGA1,nn,Atlanta,R,R-O
WILLMARGA1,nn,Atlanta,R,R-O
WINSEMIGA1,nn,Atlanta,R,A
WISSSTEGA1,nn,Atlanta,R,A
WOODMIDGA1,nn,Atlanta,R,A
ZARYPEGGA1,nn,Atlanta,R,R-O
ADAMELEVA1,nn,DC,R,D
AMERICOMD1,nn,DC,R,D
ANACMUSDC1,nn,DC,R,D
ANDEMIKMD1,nn,DC,R,D
ANDRKENVA1,nn,DC,R,A
ARLINESVA1,nn,DC,R,A
ASSMCARMD1,nn,DC,R,A
BAILEESVA1,nn,DC,R,A
BAINANDMD1,nn,DC,R,R-O
BAKEKYLDC1,nn,DC,R,D
BALAELEMD1,nn,DC,R,D
BALASUCMD1,nn,DC,R,A
BANCRESDC1,nn,DC,R,A
BARBJERMD1,nn,DC,R,A
BARNDORMD1,nn,DC,R,R-O
BAUGSHEVA1,nn,DC,R,A
BEALTOMMD1,nn,DC,R,A
BERGMICMD1,nn,DC,R,D
BERNCHRMD1,nn,DC,R,D
BILLPAIDC1,nn,DC,R,A
BLADENSDC1,nn,DC,R,R-O
BLANBETMD1,nn,DC,R,A
BLOCDAVMD1,nn,DC,R,A
BOONGREMD1,nn,DC,R,R-O
BOONGREMD2,nn,DC,R,A
BORGRACMD1,nn,DC,R,D
BOSCJOEDC1,nn,DC,R,A
BRENSTEMD1,nn,DC,R,R-O
BRENTESDC1,nn,DC,R,R-O
BRIGKIMMD1,nn,DC,R,A
BRIGPAUMD1,nn,DC,R,D
BROOKSIMD1,nn,DC,R,R-O
BROWANNDC1,nn,DC,R,A
BROWANNMD1,nn,DC,R,A
BRUEELIMD1,nn,DC,R,D
BUCKLMSMD1,nn,DC,R,A
BUISNORVA1,nn,DC,R,A
BURDROBVA1,nn,DC,R,A
BURKSANMD1,nn,DC,R,D
BURNNANMD1,nn,DC,R,R-O
BURRANDMD1,nn,DC,R,D
BURRANDMD2,nn,DC,R,D
CAHAGABMD1,nn,DC,R,A
CAINBRIMD1,nn,DC,R,D
CALLJERMD1,nn,DC,R,D
CAMPGLOMD1,nn,DC,R,A
CAMPLIBMD1,nn,DC,R,R-O
CAMPROSMD1,nn,DC,R,A
CANTBOBMD1,nn,DC,R,D
CAPITCSDC1,nn,DC,R,A
CARLSHIMD1,nn,DC,R,D
CAUSSUSMD1,nn,DC,R,A
CLARCOLDC1,nn,DC,R,R-O
CLARKELMD1,nn,DC,R,D
COFFMICMD1,nn,DC,R,D
COLALISMD1,nn,DC,R,A
COLSKATMD1,nn,DC,R,A
CONAGAIMD1,nn,DC,R,D
CONNBARMD1,nn,DC,R,D
CORCJOEMD1,nn,DC,R,D
CORCJOEMD2,nn,DC,R,D
COTTCITMD1,nn,DC,R,D
COULMARMD1,nn,DC,R,D
COURLESDC1,nn,DC,R,D
COWLANDMD1,nn,DC,R,D
CRONCHRVA1,nn,DC,R,D
CRONCHRVA2,nn,DC,R,A
CYLBURNMD1,nn,DC,R,D
CYMRHELDC1,nn,DC,R,A
CYRUALLMD1,nn,DC,R,D
DALEELIMD1,nn,DC,R,A
DANIBARMD1,nn,DC,R,D
DANIBARMD2,nn,DC,R,D
DAVIALIVA1,nn,DC,R,R-O
DAVIKELVA1,nn,DC,R,A
DECHKIMMD1,nn,DC,R,D
DECHKIMMD2,nn,DC,R,R-O
DELUBILMD1,nn,DC,R,D
DELUKARVA1,nn,DC,R,R-O
DELUKARVA2,nn,DC,R,A
DODGEESMD1,nn,DC,R,A
DONOLORDC1,nn,DC,R,D
DONOLORDC2,nn,DC,R,A
DORNROBMD1,nn,DC,R,D
DRAKBERMD1,nn,DC,R,D
DUELCREMD1,nn,DC,R,D
EARLNANMD1,nn,DC,R,D
EDEREDWVA1,nn,DC,R,R-O
EGANMARMD1,nn,DC,R,A
EGGELESVA1,nn,DC,R,A
ENZIKIRMD1,nn,DC,R,D
EVANMICMD1,nn,DC,R,A
FAGABERMD1,nn,DC,R,R-O
FARYSIMMD1,nn,DC,R,A
FERRSUEMD1,nn,DC,R,D
FISHFERVA1,nn,DC,R,A
FOLEMARMD1,nn,DC,R,D
FOOSDAVVA1,nn,DC,R,D
FORCBREVA1,nn,DC,R,D
FORESESMD1,nn,DC,R,A
FREYFREMD1,nn,DC,R,A
FUISLISVA1,nn,DC,R,R-O
FUISLISVA2,nn,DC,R,A
FUTRIVAVA1,nn,DC,R,D
GAETHEAMD1,nn,DC,R,A
GALETANMD1,nn,DC,R,D
GALLMONVA1,nn,DC,R,R-O
GALLTERMD1,nn,DC,R,A
GARDVALMD1,nn,DC,R,R-O
GECACARVA1,nn,DC,R,A
GEHRDALMD1,nn,DC,R,D
GELLNERMD1,nn,DC,R,D
GERYERIMD1,nn,DC,R,A
GIBSELAMD1,nn,DC,R,D
GIESALLVA1,nn,DC,R,D
GILLEVAMD1,nn,DC,R,D
GIRAANGMD1,nn,DC,R,A
GOCHJOAMD1,nn,DC,R,A
GOMEKARMD1,nn,DC,R,A
GORDELIDC1,nn,DC,R,D
GOROCARDC1,nn,DC,R,A
GOUGGREMD1,nn,DC,R,D
GRIFBETDC1,nn,DC,R,D
GROSJEAMD1,nn,DC,R,D
HADDMARMD1,nn,DC,R,D
HALLDEBVA1,nn,DC,R,D
HAMIMARMD1,nn,DC,R,R-O
HAMMBARMD1,nn,DC,R,D
HANNNANMD1,nn,DC,R,A
HARRPHYMD1,nn,DC,R,D
HARTPRIMD1,nn,DC,R,D
HARWRANDC1,nn,DC,R,D
HAWNJANVA1,nn,DC,R,R-O
HAYFISCVA1,nn,DC,R,A
HEATSUEVA1,nn,DC,R,D
HELFGAIMD1,nn,DC,R,D
HERBJOAMD1,nn,DC,R,D
HERNELEVA1,nn,DC,R,A
HESSNATVA1,nn,DC,R,D
HIRSHHODC1,nn,DC,R,D
HITCHBJMD1,nn,DC,R,D
HOROBONVA1,nn,DC,R,A
HULLJEFVA1,nn,DC,R,A
HUNTBRIMD1,nn,DC,R,D
HUNTDAVMD1,nn,DC,R,D
HUNTDAVMD2,nn,DC,R,A
HUTCBARVA1,nn,DC,R,A
JACKALADC1,nn,DC,R,A
JACOAMYMD1,nn,DC,R,D
JACOMERMD1,nn,DC,R,A
JACOSYDMD1,nn,DC,R,A
JAKOELVVA1,nn,DC,R,A
JAMESESVA1,nn,DC,R,A
JEWELIBMD1,nn,DC,R,R-O
JOHNAESVA1,nn,DC,R,A
JOHNTHEMD1,nn,DC,R,D
JONECBRMD1,nn,DC,R,D
JORABONVA1,nn,DC,R,D
JUBILHODC1,nn,DC,R,R-O
KAMILEIVA1,nn,DC,R,A
KAUFLAUMD1,nn,DC,R,D
KAUFRAYMD1,nn,DC,R,D
KENILWODC1,nn,DC,R,R-O
KESTSABDC1,nn,DC,R,A
KEYESUSMD1,nn,DC,R,A
KIMBAESDC1,nn,DC,R,R-O
KINDFARMD1,nn,DC,R,R-O
KINGMANDC1,nn,DC,R,R-O
KNIGSALVA1,nn,DC,R,A
KORRHARMD1,nn,DC,R,R-O
KOSLDREMD1,nn,DC,R,D
KRAMPAUMD1,nn,DC,R,D
LAFOMELVA1,nn,DC,R,A
LAKEAESVA1,nn,DC,R,A
LAMBAMYMD1,nn,DC,R,A
LANDCELVA1,nn,DC,R,A
LANGANKVA1,nn,DC,R,A
LEONTESDC1,nn,DC,R,A
LERNJEFMD1,nn,DC,R,D
LIEBJUDMD1,nn,DC,R,A
LINDHANMD1,nn,DC,R,A
LLANMATMD1,nn,DC,R,D
LLEISUEDC1,nn,DC,R,D
LORAJORMD1,nn,DC,R,D
LUCAJILMD1,nn,DC,R,A
LUCIDANMD1,nn,DC,R,D
LYCEEESMD1,nn,DC,R,A
LYONLYNVA1,nn,DC,R,R-O
MAGNDAVMD1,nn,DC,R,D
MAGRPARMD1,nn,DC,R,R-O
MAHOJIMMD1,nn,DC,R,R-O
MALLBARMD1,nn,DC,R,D
MANNJANDC1,nn,DC,R,A
MARRPETMD1,nn,DC,R,D
MARRPETMD2,nn,DC,R,A
MASIADRMD1,nn,DC,R,D
MASORICMD1,nn,DC,R,D
MAZUJENMD1,nn,DC,R,A
MCCAKEVMD1,nn,DC,R,A
MCCOCHRMD1,nn,DC,R,A
MCCOJOHMD1,nn,DC,R,D
MCDOELIVA1,nn,DC,R,A
MCGHDENMD1,nn,DC,R,D
MCKEANNVA1,nn,DC,R,D
MCKEJANMD1,nn,DC,R,D
MCLERICMD1,nn,DC,R,D
MCNAKRIMD1,nn,DC,R,A
MEGOPATMD1,nn,DC,R,D
MEGOPATMD2,nn,DC,R,A
MERRJOAMD1,nn,DC,R,D
MESEBARMD1,nn,DC,R,D
MILLJOEMD1,nn,DC,R,R-O
MILLLORVA1,nn,DC,R,R-O
MILLPAUMD1,nn,DC,R,D
MILTMIKVA1,nn,DC,R,R-O
MISBJANMD1,nn,DC,R,D
MISSEDDC1,nn,DC,R,R-O
MITCBARMD1,nn,DC,R,D
MOLIKARMD1,nn,DC,R,A
MORAANGMD1,nn,DC,R,D
MORAJANMD1,nn,DC,R,D
MORRCHRVA1,nn,DC,R,A
MORRJESMD1,nn,DC,R,D
MOSMCARMD1,nn,DC,R,A
MULLJOYVA1,nn,DC,R,A
MURTERIMD1,nn,DC,R,D
MUTRCYNMD1,nn,DC,R,D
MUTRCYNVA1,nn,DC,R,D
MUTRCYNVA2,nn,DC,R,A
MYERBRUMD1,nn,DC,R,A
NARADESVA1,nn,DC,R,R-O
NATICATDC1,nn,DC,R,D
NATIGALDC1,nn,DC,R,D
NAYLMICMD1,nn,DC,R,R-O
NAYLMICMD2,nn,DC,R,A
NEWBCARVA1,nn,DC,R,A
NICHALIMD1,nn,DC,R,D
NICHSANMD1,nn,DC,R,D
NORTHESMD1,nn,DC,R,D
NZPAMAZDC1,nn,DC,R,A
NZPBIRDDC1,nn,DC,R,A
NZPEDZODC1,nn,DC,R,R-O
NZPFRONVA1,nn,DC,R,D
NZPSMBCDC1,nn,DC,R,A
OBRICHRMD1,nn,DC,R,A
ODELVINMD1,nn,DC,R,D
ODELVINMD2,nn,DC,R,A
OLONMARDC1,nn,DC,R,A
OMLAKEVMD1,nn,DC,R,R-O
ONTAHOUDC1,nn,DC,R,A
OWENDORVA1,nn,DC,R,A
OWENJOHMD1,nn,DC,R,D
OWENKATMD1,nn,DC,R,A
PADORAMVA1,nn,DC,R,A
PALPARKDC1,nn,DC,R,R-O
PANCSAMMD1,nn,DC,R,D
PATCLORDC1,nn,DC,R,A
PATSNADMD1,nn,DC,R,D
PATTPARMD1,nn,DC,R,R-O
PERNMIKMD1,nn,DC,R,A
PERRCHRMD1,nn,DC,R,A
PHARAIMMD1,nn,DC,R,A
PHELCLADC1,nn,DC,R,D
PICCLINMD1,nn,DC,R,D
PICKCREMD1,nn,DC,R,R-O
PIROELADC1,nn,DC,R,A
POORLYNMD1,nn,DC,R,D
PORTTESMD1,nn,DC,R,R-O
RABIANDMD1,nn,DC,R,D
RAUCDANMD1,nn,DC,R,D
RAUNERIMD1,nn,DC,R,D
RAUNERIMD2,nn,DC,R,A
RAYTIMMD1,nn,DC,R,D
RCPCG1DC1,nn,DC,R,D
RCPDP1DC1,nn,DC,R,D
RCPHC1DC1,nn,DC,R,D
RCPHC2DC1,nn,DC,R,D
RCPKM1DC1,nn,DC,R,D
RCPNC1DC1,nn,DC,R,D
RCPPH1DC1,nn,DC,R,D
RCPPH2DC1,nn,DC,R,D
RCPPH3DC1,nn,DC,R,D
RCPPM1DC1,nn,DC,R,D
RCPPM2DC1,nn,DC,R,D
RCPRR1DC1,nn,DC,R,D
RCPRS1DC1,nn,DC,R,D
RCPSMBCDC1,nn,DC,R,A
RCSVPARMD1,nn,DC,R,D
REIKROBMD1,nn,DC,R,D
REILJENMD1,nn,DC,R,D
REIRJEAMD1,nn,DC,R,D
REITBOBMD1,nn,DC,R,A
REUTSHAMD1,nn,DC,R,R-O
RICHLIBMD1,nn,DC,R,D
ROGHTESMD1,nn,DC,R,R-O
ROHRSALMD1,nn,DC,R,A
ROSAPESMD1,nn,DC,R,R-O
ROTHPAUVA1,nn,DC,R,D
RUSSJODMD1,nn,DC,R,R-O
SALAJENMD1,nn,DC,R,D
SALOSHEMD1,nn,DC,R,A
SANFCARMD1,nn,DC,R,A
SARGMARMD1,nn,DC,R,A
SCHILYDMD1,nn,DC,R,D
SCHIMARMD1,nn,DC,R,A
SCHLROBMD1,nn,DC,R,A
SCHOPAUMD1,nn,DC,R,D
SCHUDONMD1,nn,DC,R,D
SCOLWENMD1,nn,DC,R,D
SEMMLUTMD1,nn,DC,R,D
SERCGUEMD1,nn,DC,R,D
SHAYSARMD1,nn,DC,R,D
SHEEMARMD1,nn,DC,R,D
SILLSCOMD1,nn,DC,R,A
SIMMJOAVA1,nn,DC,R,D
SIMOROSVA1,nn,DC,R,D
SINGDADMD1,nn,DC,R,R-O
SINGTONMD1,nn,DC,R,D
SINGVIRDC1,nn,DC,R,A
SMITMARMD1,nn,DC,R,D
SOLIAPRMD1,nn,DC,R,A
SOLLCHRMD1,nn,DC,R,A
SPEYPAUMD1,nn,DC,R,D
STANJEFMD1,nn,DC,R,A
STAVKORMD1,nn,DC,R,D
STEWBETMD1,nn,DC,R,A
STORPATMD1,nn,DC,R,D
STUECHRVA1,nn,DC,R,D
STUECHRVA2,nn,DC,R,A
STURCARMD1,nn,DC,R,R-O
SUBRSTEMD1,nn,DC,R,R-O
SUITKATMD1,nn,DC,R,D
SULLPAUVA1,nn,DC,R,R-O
SWANELIMD1,nn,DC,R,D
TANGLAUDC1,nn,DC,R,A
TANKLAUDC1,nn,DC,R,R-O
TATEJUAMD1,nn,DC,R,A
TAYLGLOMD1,nn,DC,R,D
TAYLOESVA1,nn,DC,R,D
THOMCARMD1,nn,DC,R,D
THOMMARDC1,nn,DC,R,D
THOMSUEMD1,nn,DC,R,D
TINIKATMD1,nn,DC,R,D
TRAUPATVA1,nn,DC,R,D
TRAUPATVA2,nn,DC,R,A
TUFTKATMD1,nn,DC,R,D
TUNICATMD1,nn,DC,R,D
UNGELAUDC1,nn,DC,R,D
UNK,nn,DC,R,R-O
URBABETMD1,nn,DC,R,D
VERSBETMD1,nn,DC,R,A
VERSBETMD2,nn,DC,R,A
VONGJENMD1,nn,DC,R,A
VOSSCOLVA1,nn,DC,R,A
WALKPATVA1,nn,DC,R,D
WALTBONMD1,nn,DC,R,D
WAPLEESVA1,nn,DC,R,A
WARDDOUVA1,nn,DC,R,R-O
WATSPATDC1,nn,DC,R,D
WELLCARMD1,nn,DC,R,D
WHEAWOOMD1,nn,DC,R,R-O
WHITLAUDC1,nn,DC,R,D
WIEBFRAMD1,nn,DC,R,A
WIKACORMD1,nn,DC,R,A
WILDANNVA1,nn,DC,R,R-O
WILDANNVA2,nn,DC,R,A
WILELINMD1,nn,DC,R,R-O
WILLCYNVA1,nn,DC,R,D
WILLMARVA1,nn,DC,R,A
WILLRAJMD1,nn,DC,R,A
WILLTERMD1,nn,DC,R,A
WILLTINVA1,nn,DC,R,A
WINGJERMD1,nn,DC,R,D
WISECELMD1,nn,DC,R,A
WOLFAMYDC1,nn,DC,R,A
